method,sample_index,pred_class,runtime_sec,confidence_drop,stability,sparsity
KernelSHAP,227586,0,2.5960986614227295,-0.04213571548461914,0.5219481790005954,0.0
KernelSHAP,290251,0,4.327845573425293,0.00010025501251220703,0.2876731015777485,0.0
KernelSHAP,254713,0,2.375931739807129,0.0005251765251159668,0.4985617935484354,0.0
KernelSHAP,50473,0,2.4113802909851074,0.0088118314743042,0.5995018963261801,0.0
KernelSHAP,440235,0,2.8390026092529297,0.0026655197143554688,0.3567669215996316,0.0
KernelSHAP,548999,0,2.4190077781677246,0.026166200637817383,0.2951022896557716,0.0
KernelSHAP,364139,0,3.9349565505981445,0.0021379590034484863,0.3346603618567688,0.0
KernelSHAP,396194,10,2.563056230545044,6.9141387939453125e-06,0.43385072239294536,0.0
KernelSHAP,156525,0,2.4223718643188477,0.0010685324668884277,0.32188867667751825,0.0
KernelSHAP,252068,0,2.3695223331451416,0.008521974086761475,0.13485097699623616,0.0
KernelSHAP,200509,10,2.468526601791382,0.14889997243881226,0.9374355249958239,0.0
KernelSHAP,383414,0,4.353522300720215,0.00011754035949707031,0.37731791572809015,0.0
KernelSHAP,244883,0,2.4095940589904785,0.0009893178939819336,0.3568932844035034,0.0
KernelSHAP,38413,0,2.5218188762664795,0.001599133014678955,0.25109299569794447,0.0
KernelSHAP,444552,0,2.453035354614258,5.733966827392578e-05,0.46229673543272315,0.0
KernelSHAP,297743,0,2.6719722747802734,0.0001550912857055664,0.2999594998275337,0.0
KernelSHAP,282972,0,4.526991844177246,0.0029749274253845215,0.41301216498058696,0.0
KernelSHAP,428750,0,2.911770820617676,0.002939939498901367,0.30664358348063914,0.0
KernelSHAP,113938,0,2.60170841217041,0.002398192882537842,0.292108594750099,0.0
KernelSHAP,474915,0,2.3349759578704834,4.553794860839844e-05,0.39341964037039107,0.0
KernelSHAP,313650,0,2.3675074577331543,3.0159950256347656e-05,0.5422435971851128,0.0
KernelSHAP,465316,0,3.3698041439056396,0.005211830139160156,0.3557555921861524,0.0
KernelSHAP,93448,0,3.0576698780059814,0.0017157793045043945,0.4069994317464615,0.0
KernelSHAP,394385,0,2.390899181365967,1.0728836059570312e-06,0.20109166862699848,0.0
KernelSHAP,502155,0,2.363988161087036,-0.06913763284683228,0.42031335627726785,0.0
KernelSHAP,505126,0,2.3649017810821533,0.00010204315185546875,0.7639329701557581,0.0
KernelSHAP,248198,0,4.299267768859863,-8.606910705566406e-05,0.4848320363343495,0.0
KernelSHAP,52108,0,3.001288652420044,0.00010883808135986328,0.22263590935873853,0.0
KernelSHAP,485564,0,2.4080240726470947,0.00015878677368164062,0.3355766341901942,0.0
KernelSHAP,524131,0,2.3876218795776367,0.0857771635055542,0.32059140442455714,0.0
KernelSHAP,357247,4,2.4297306537628174,2.9802322387695312e-06,0.009666691618162117,0.0
KernelSHAP,370179,0,4.2576234340667725,0.00026613473892211914,0.43868296965898157,0.0
KernelSHAP,416096,0,2.6447296142578125,0.008815884590148926,0.4296449436628688,0.0
KernelSHAP,254760,4,2.373870611190796,-0.012875676155090332,0.21981081609997707,0.0
KernelSHAP,551751,0,2.4341471195220947,-0.445186972618103,0.1806363998658893,0.0
KernelSHAP,405762,0,2.5711207389831543,3.933906555175781e-06,0.22029953076639783,0.0
KernelSHAP,36092,10,4.191585302352905,0.02026456594467163,0.8050921307803098,0.0
KernelSHAP,430454,0,2.3544111251831055,0.0030750632286071777,0.7926223794247266,0.0
KernelSHAP,250775,0,2.36147141456604,0.0001736283302307129,0.30875907098582406,0.0
KernelSHAP,485417,0,2.3708951473236084,0.015087246894836426,0.55683225921675,0.0
KernelSHAP,308470,0,2.86189603805542,9.5367431640625e-07,0.4395173706914699,0.0
KernelSHAP,128516,0,3.9742157459259033,2.86102294921875e-06,0.304391279280181,0.0
KernelSHAP,48605,0,2.38799786567688,0.004097402095794678,0.4558587460488747,0.0
KernelSHAP,442016,0,2.3838725090026855,0.00027364492416381836,0.17937572185712625,0.0
KernelSHAP,437693,4,2.365730047225952,0.0020110607147216797,0.08695394088967827,0.0
KernelSHAP,103240,0,3.1872940063476562,9.226799011230469e-05,0.1749946340530598,0.0
KernelSHAP,209704,0,3.2817649841308594,0.0029754042625427246,0.4064808275478813,0.0
KernelSHAP,72453,4,2.3477413654327393,3.2901763916015625e-05,0.11165564102077452,0.0
KernelSHAP,53260,0,2.3730504512786865,0.006830334663391113,0.4900672616657347,0.0
KernelSHAP,468078,10,2.3824808597564697,-0.16668111085891724,0.750348416099182,0.0
LIME,227586,0,2.4239161014556885,-0.052706122398376465,0.8028678261354353,0.0
LIME,290251,0,3.8968842029571533,4.76837158203125e-07,0.5346494438724628,0.0
LIME,254713,0,3.446582078933716,-3.933906555175781e-06,0.6796524892657541,0.0
LIME,50473,0,2.57938289642334,0.03471827507019043,0.5798673932380801,0.0
LIME,440235,0,2.47245454788208,8.082389831542969e-05,0.5041768562592842,0.0
LIME,548999,0,2.922529458999634,-1.9669532775878906e-05,0.6100288418974075,0.0
LIME,364139,0,2.646250009536743,0.0007781982421875,0.5951271688611606,0.0
LIME,396194,10,2.5416860580444336,0.011507570743560791,0.041419603988728605,0.0
LIME,156525,0,2.70745849609375,-2.86102294921875e-06,0.7162232266437094,0.0
LIME,252068,0,5.5824971199035645,-2.6464462280273438e-05,0.6956526908358743,0.0
LIME,200509,10,3.9203922748565674,-0.169766366481781,0.10525183512805757,0.0
LIME,383414,0,2.5835459232330322,0.00011432170867919922,0.6626754428800786,0.0
LIME,244883,0,2.5897467136383057,7.748603820800781e-06,0.7322081599699596,0.0
LIME,38413,0,2.497638702392578,0.03890430927276611,0.7345074571480907,0.0
LIME,444552,0,2.5078792572021484,4.887580871582031e-06,0.6286168687474205,0.0
LIME,297743,0,2.571162223815918,5.960464477539062e-07,0.5865263711043097,0.0
LIME,282972,0,3.8402740955352783,0.0021737217903137207,0.6769609086013246,0.0
LIME,428750,0,3.3321239948272705,2.110004425048828e-05,0.6554109582818163,0.0
LIME,113938,0,2.4730231761932373,7.987022399902344e-06,0.6664072430693303,0.0
LIME,474915,0,2.5238707065582275,5.817413330078125e-05,0.6200795868667067,0.0
LIME,313650,0,2.554734468460083,-5.960464477539062e-07,0.6465140714131189,0.0
LIME,465316,0,2.5118560791015625,-0.0008081197738647461,0.5816588407459975,0.0
LIME,93448,0,3.9241507053375244,0.011310338973999023,0.6364948657983063,0.0
LIME,394385,0,3.554389476776123,9.5367431640625e-07,0.6167697650273646,0.0
LIME,502155,0,2.4974477291107178,-0.023217320442199707,0.5615238908298705,0.0
LIME,505126,0,2.522634267807007,9.5367431640625e-07,0.7285380415057743,0.0
LIME,248198,0,2.5307443141937256,-7.224082946777344e-05,0.7884829977477801,0.0
LIME,52108,0,2.510256290435791,1.2278556823730469e-05,0.534659309620039,0.0
LIME,485564,0,2.520362377166748,0.04644274711608887,0.6660461125863629,0.0
LIME,524131,0,4.289008140563965,1.71661376953125e-05,0.6239468617810751,0.0
LIME,357247,4,2.762280225753784,2.384185791015625e-07,0.1356997934093683,0.0
LIME,370179,0,2.560375690460205,0.008478701114654541,0.5228371377846426,0.0
LIME,416096,0,2.4664392471313477,0.00013697147369384766,0.47259256468785216,0.0
LIME,254760,4,2.526655912399292,0.17958295345306396,0.15641840861457598,0.0
LIME,551751,0,3.4640536308288574,-0.43187618255615234,0.555667349727048,0.0
LIME,405762,0,3.6399595737457275,7.43865966796875e-05,0.6957643154888631,0.0
LIME,36092,10,2.533456802368164,0.2152392864227295,0.1898962022067676,0.0
LIME,430454,0,2.5416903495788574,3.886222839355469e-05,0.5958079537851132,0.0
LIME,250775,0,2.9540083408355713,0.00012004375457763672,0.6036948248358651,0.0
LIME,485417,0,2.494866371154785,0.00027805566787719727,0.5212544905772146,0.0
LIME,308470,0,3.608285427093506,-1.1920928955078125e-07,0.6135748134077027,0.0
LIME,128516,0,3.394322156906128,1.2040138244628906e-05,0.612083494030496,0.0
LIME,48605,0,2.5139071941375732,2.3484230041503906e-05,0.7878814060557681,0.0
LIME,442016,0,2.476410150527954,2.2649765014648438e-06,0.6119458429414619,0.0
LIME,437693,4,2.7194859981536865,0.0019416213035583496,0.16649537405741463,0.0
LIME,103240,0,2.731325387954712,8.344650268554688e-07,0.6542059409075355,0.0
LIME,209704,0,4.045565605163574,3.2186508178710938e-06,0.5933453875374509,0.0
LIME,72453,4,3.2564666271209717,0.02656310796737671,0.24717064004900766,0.0
LIME,53260,0,2.9461557865142822,0.00014925003051757812,0.631854395644534,0.0
LIME,468078,10,2.9201037883758545,-0.22317194938659668,0.41241696139902445,0.0
FG,227586,0,0.3142843246459961,-0.08640033006668091,0.862417426304707,0.7435897435897436
FG,290251,0,0.15664386749267578,2.384185791015625e-07,0.6631582441817717,0.7435897435897436
FG,254713,0,0.151123046875,1.2874603271484375e-05,0.8232904835061526,0.7435897435897436
FG,50473,0,0.16311049461364746,0.0424422025680542,0.640401423357248,0.7435897435897436
FG,440235,0,0.17807507514953613,-9.5367431640625e-07,0.9044104334115722,0.7435897435897436
FG,548999,0,0.15170812606811523,-2.0623207092285156e-05,0.9652555469493475,0.7435897435897436
FG,364139,0,0.16585206985473633,5.960464477539062e-07,0.7477481120711552,0.7435897435897436
FG,396194,10,0.15896010398864746,0.005193173885345459,0.8898001016306464,0.7435897435897436
FG,156525,0,0.1508476734161377,-3.2186508178710938e-06,0.901305349427633,0.7435897435897436
FG,252068,0,0.19881987571716309,2.002716064453125e-05,0.7383421101799668,0.7435897435897436
FG,200509,10,0.23209309577941895,-0.2492079734802246,0.9497120174938022,0.7435897435897436
FG,383414,0,0.20397138595581055,7.62939453125e-06,0.8996777369994544,0.7435897435897436
FG,244883,0,0.24506759643554688,-5.960464477539062e-07,0.8475991149385459,0.7435897435897436
